pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
27-Hydroxylase Deficiency,SMPDB,7,CYP7B1;CYP7A1;CYP8B1;AMACR;LIPA;SLC27A5;CH25H,17 (17),4.65e-06,0.000454,15,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0001231;HMDB0000896;HMDB0000067;HMDB0000123;HMDB0006281;HMDB0006888;HMDB0000631;HMDB0006894;HMDB0012455;HMDB0000138;HMDB0001457;HMDB0001993,58 (64),0.000812,0.076,7.7e-08,4.63e-06
Congenital Bile Acid Synthesis Defect Type II,SMPDB,7,CYP7B1;CYP7A1;CYP8B1;AMACR;LIPA;SLC27A5;CH25H,17 (17),4.65e-06,0.000454,15,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0001231;HMDB0000896;HMDB0000067;HMDB0000123;HMDB0006281;HMDB0006888;HMDB0000631;HMDB0006894;HMDB0012455;HMDB0000138;HMDB0001457;HMDB0001993,58 (64),0.000812,0.076,7.7e-08,4.63e-06
Cerebrotendinous Xanthomatosis (CTX),SMPDB,7,CYP7B1;CYP7A1;CYP8B1;AMACR;LIPA;SLC27A5;CH25H,17 (17),4.65e-06,0.000454,15,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0001231;HMDB0000896;HMDB0000067;HMDB0000123;HMDB0006281;HMDB0006888;HMDB0000631;HMDB0006894;HMDB0012455;HMDB0000138;HMDB0001457;HMDB0001993,58 (64),0.000812,0.076,7.7e-08,4.63e-06
Zellweger Syndrome,SMPDB,7,CYP7B1;CYP7A1;CYP8B1;AMACR;LIPA;SLC27A5;CH25H,17 (17),4.65e-06,0.000454,15,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0001231;HMDB0000896;HMDB0000067;HMDB0000123;HMDB0006281;HMDB0006888;HMDB0000631;HMDB0006894;HMDB0012455;HMDB0000138;HMDB0001457;HMDB0001993,58 (64),0.000812,0.076,7.7e-08,4.63e-06
Familial Hypercholanemia (FHCA),SMPDB,7,CYP7B1;CYP7A1;CYP8B1;AMACR;LIPA;SLC27A5;CH25H,17 (17),4.65e-06,0.000454,15,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0001231;HMDB0000896;HMDB0000067;HMDB0000123;HMDB0006281;HMDB0006888;HMDB0000631;HMDB0006894;HMDB0012455;HMDB0000138;HMDB0001457;HMDB0001993,58 (64),0.000812,0.076,7.7e-08,4.63e-06
Congenital Bile Acid Synthesis Defect Type III,SMPDB,7,CYP7B1;CYP7A1;CYP8B1;AMACR;LIPA;SLC27A5;CH25H,17 (17),4.65e-06,0.000454,15,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0001231;HMDB0000896;HMDB0000067;HMDB0000123;HMDB0006281;HMDB0006888;HMDB0000631;HMDB0006894;HMDB0012455;HMDB0000138;HMDB0001457;HMDB0001993,58 (64),0.000812,0.076,7.7e-08,4.63e-06
Cholesterol metabolism - Homo sapiens (human),KEGG,8,TSPO;LRP2;CYP7A1;PLTP;ABCG8;LIPA;ANGPTL8;PCSK9,50 (50),0.00159,0.0654,6,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000138,7 (10),9.25e-06,0.00745,2.8e-07,1.65e-05
Synthesis of bile acids and bile salts,Reactome,7,OSBPL7;CYP7B1;CYP7A1;CYP8B1;AMACR;SLC27A5;CH25H,30 (30),0.000292,0.0214,15,HMDB0000036;HMDB0000637;HMDB0006281;HMDB0062420;HMDB0062206;HMDB0000123;HMDB0000951;HMDB0000067;HMDB0000138;HMDB0006894;HMDB0012455;HMDB0060136;HMDB0001231;HMDB0001457;HMDB0001993,55 (75),0.000438,0.0518,2.16e-06,0.000125
Squalene and cholesterol biosynthesis,EHMN,9,MSMO1;TM7SF2;FDFT1;HMGCR;DHCR7;MVK;NUP93;SQLE;IDI1,37 (37),2.8e-05,0.00257,10,HMDB0006842;HMDB0001251;HMDB0000032;HMDB0001188;HMDB0001170;HMDB0000067;HMDB0006271;HMDB0002719;HMDB0001286;HMDB0001090,38 (42),0.00527,0.337,2.47e-06,0.000139
superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),HumanCyc,7,ACAT2;FDPS;HMGCR;HMGCS1;MVK;IDI1;MVD,12 (12),2.31e-07,2.77e-05,1,HMDB0001090,20 (21),0.898,1,3.39e-06,0.000188
Bile acid and bile salt metabolism,Reactome,8,OSBPL7;CYP7B1;CYP7A1;CYP8B1;AMACR;NR1H4;SLC27A5;CH25H,43 (43),0.000567,0.0349,15,HMDB0000036;HMDB0000637;HMDB0006281;HMDB0062420;HMDB0062206;HMDB0000123;HMDB0000951;HMDB0000067;HMDB0000138;HMDB0006894;HMDB0012455;HMDB0060136;HMDB0001231;HMDB0001457;HMDB0001993,59 (79),0.000985,0.0901,8.59e-06,0.000466
Complement and coagulation cascades - Homo sapiens (human),KEGG,15,SERPINA5;F7;FGA;FGB;KLKB1;C1R;PLAU;C2;PROCR;CD46;CFB;KNG1;FGG;C4A;VSIG4,85 (85),4.94e-06,0.000472,0,,0 (1),1,1,4.94e-06,0.000472
AMPK signaling pathway - Homo sapiens (human),KEGG,19,ACACB;SREBF1;CREB3L3;FOXO3;PRKAB1;PPP2R1B;PPARGC1A;PPP2R3A;SCD;PCK1;CCND1;HMGCR;PFKFB1;PPP2R5D;IRS2;CCNA2;STRADA;PPARG;CPT1B,120 (120),1.55e-06,0.000177,2,HMDB0003153;HMDB0015050,17 (23),0.559,1,1.29e-05,0.000688
Alpha Linolenic Acid and Linoleic Acid Metabolism,SMPDB,2,FADS1;PLA2G4B,6 (6),0.0268,0.467,9,HMDB0006246;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0003073;HMDB0001388;HMDB0006528;HMDB0001043;HMDB0001976;HMDB0002177;HMDB0002183,18 (18),3.37e-05,0.0149,1.34e-05,0.000702
mevalonate pathway,HumanCyc,6,ACAT2;HMGCR;HMGCS1;MVK;IDI1;MVD,10 (10),1.44e-06,0.000168,1,HMDB0001090,17 (17),0.856,1,1.79e-05,0.000919
Farnesoid X receptor pathway,Wikipathways,7,PPARGC1A;CYP7A1;CYP8B1;FKBP5;NR1H4;IRS2;SLC27A5,19 (19),1.11e-05,0.00104,0,,0 (1),1,1,1.11e-05,0.00104
bile acid biosynthesis_ neutral pathway,HumanCyc,4,AMACR;SLC27A5;CYP7A1;CYP8B1,15 (15),0.00369,0.121,11,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0000067;HMDB0000123;HMDB0000138;HMDB0006894;HMDB0012455;HMDB0001231;HMDB0001457;HMDB0001993,38 (44),0.00151,0.129,7.28e-05,0.00366
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,Reactome,5,AMACR;SLC27A5;CYP7B1;CYP7A1;CYP8B1,20 (20),0.00158,0.0654,11,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0000067;HMDB0000123;HMDB0000138;HMDB0006894;HMDB0012455;HMDB0001231;HMDB0001457;HMDB0001993,43 (49),0.00441,0.291,8.99e-05,0.00444
SREBF and miR33 in cholesterol and lipid homeostasis,Wikipathways,6,SREBF1;SREBF2;PPARGC1A;SCD;HMGCR;HMGCS1,18 (18),9.32e-05,0.00779,0,,0 (0),1,1,9.32e-05,0.00779
Complement system,Wikipathways,14,FGA;LRP2;APCS;LAMA5;KLKB1;C2;C4A;CD46;CFB;CRP;CPN1;FGB;FGG;VSIG4,93 (93),6.47e-05,0.00561,1,HMDB0000693,2 (5),0.203,1,0.000161,0.00781
Lidocaine metabolism,Wikipathways,1,CYP1A2,2 (2),0.0878,0.74,5,HMDB0060656;HMDB0060678;HMDB0014426;HMDB0060655;HMDB0060679,7 (8),0.00024,0.0302,0.000248,0.0118
Cholesterol biosynthesis via lathosterol,Reactome,2,DHCR7;DHCR24,4 (4),0.0114,0.28,5,HMDB0000067;HMDB0001170;HMDB0006841;HMDB0000032;HMDB0006271,10 (10),0.00219,0.163,0.000289,0.0136
Terpenoid backbone biosynthesis - Homo sapiens (human),KEGG,7,ACAT2;FDPS;HMGCR;MVD;MVK;IDI1;HMGCS1,22 (22),3.35e-05,0.00302,1,HMDB0001090,20 (45),0.898,1,0.000343,0.0158
Insulin resistance - Homo sapiens (human),KEGG,13,ACACB;SREBF1;CREB3L3;PPARGC1A;MLXIPL;PCK1;PPP1R3C;IRS2;SLC27A5;PTPRF;PRKAB1;SOCS3;CPT1B,108 (108),0.00108,0.0609,4,HMDB0004949;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000290,12 (20),0.032,1,0.000389,0.0177
Adipogenesis,Wikipathways,16,SREBF1;FZD1;CDKN1A;AGPAT2;LPIN3;GDF10;PPARGC1A;SCD;PCK1;PRLR;IL6ST;NAMPT;IRS2;GADD45A;PPARG;SOCS3,131 (131),0.000254,0.0192,0,,0 (0),1,1,0.000254,0.0192
PPAR signaling pathway - Homo sapiens (human),KEGG,12,SLC27A5;ACSL3;CYP7A1;CYP8B1;SCD;PLTP;PCK1;HMGCS1;DBI;ME3;PPARG;CPT1B,74 (76),0.000103,0.00843,1,HMDB0002995,5 (5),0.433,1,0.00049,0.0219
p53 transcriptional gene network,Wikipathways,11,FANCC;CDKN1A;RPRM;CCNG1;ADORA2B;SESN1;GADD45A;BTG2;SAT1;PRKAB1;MGMT,72 (72),0.00034,0.0241,0,,0 (0),1,1,0.00034,0.0241
Nuclear Receptors Meta-Pathway,Wikipathways,28,ADH7;CYP1A2;PPARGC1A;NRG1;GSTM3;CYP8B1;ABCG8;PCK1;PPP1R14C;NFE2L2;CYP7A1;SPRY1;SCD;SRC;PDK4;SREBF1;ABCC5;CCND1;IRS2;DBI;CDK1;GSTA1;PLTP;FKBP5;NR1H4;SLC27A5;EPHA3;GSTA3,317 (317),0.000499,0.032,0,,0 (0),1,1,0.000499,0.032
FOXO-mediated transcription of cell cycle genes,Reactome,5,CCNG2;CDKN1A;GADD45A;FOXO3;FOXO4,16 (16),0.000518,0.0328,0,,0 (0),1,1,0.000518,0.0328
Digestion of dietary lipid,Reactome,1,CEL,7 (7),0.275,1,7,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000138,14 (17),0.000268,0.0327,0.000775,0.034
Nuclear Receptors in Lipid Metabolism and Toxicity,Wikipathways,6,CYP1A2;CYP7A1;CYP8B1;NR1H4;RARB;PPARG,35 (35),0.00426,0.136,3,HMDB0000067;HMDB0001251;HMDB0000032,6 (12),0.0191,0.891,0.000847,0.0366
COVID-19_ thrombosis and anticoagulation,Wikipathways,3,FGG;FGA;FGB,3 (3),9e-05,0.00766,0,,1 (5),1,1,0.000928,0.0395
Bile acid biosynthesis,EHMN,6,DBI;CYP7B1;CYP7A1;CYP8B1;SLC27A5;SRD5A1,53 (53),0.0306,0.518,12,HMDB0000036;HMDB0000951;HMDB0000896;HMDB0000067;HMDB0000123;HMDB0006886;HMDB0000138;HMDB0006894;HMDB0012455;HMDB0001231;HMDB0001457;HMDB0001993,47 (55),0.00303,0.214,0.000954,0.04
Liver X receptor pathway,Wikipathways,4,SREBF1;ABCG8;CYP7A1;SCD,10 (10),0.00068,0.0413,0,,0 (1),1,1,0.00068,0.0413
Statin inhibition of cholesterol production,Wikipathways,6,CYP7A1;FDFT1;PLTP;ABCG8;HMGCR;SQLE,31 (31),0.00225,0.0822,3,HMDB0000067;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,8 (17),0.0454,1,0.00104,0.043
Hyaluronan metabolism,Reactome,5,STAB2;ABCC5;HEXB;CHP1;CEMIP,12 (12),0.000109,0.0088,0,,5 (7),1,1,0.0011,0.0449
FOXA2 and FOXA3 transcription factor networks,PID,8,CHKB;FOXA1;PCK1;GCK;ABCC8;HMGCS1;TFRC;CPT1B,45 (45),0.000778,0.0461,0,,0 (0),1,1,0.000778,0.0461
PPAR-alpha pathway,Wikipathways,6,CYP7A1;CYP8B1;PLTP;CCND1;DBI;CDK1,26 (26),0.00085,0.0493,0,,0 (1),1,1,0.00085,0.0493
PP2A-mediated dephosphorylation of key metabolic factors,Reactome,4,PPP2R5D;PFKFB1;MLXIPL;PPP2R1B,7 (7),0.000126,0.01,0,,2 (2),1,1,0.00126,0.0505
zymosterol biosynthesis,HumanCyc,3,MSMO1;TM7SF2;HSD17B7,6 (6),0.00163,0.0656,4,HMDB0006927#HMDB0001181;HMDB0001251;HMDB0001286;HMDB0006271,16 (22),0.0837,1,0.00135,0.053
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,Reactome,3,CYP7B1;CYP7A1;CYP8B1,11 (11),0.0113,0.28,5,HMDB0000067;HMDB0012455;HMDB0006281;HMDB0001231;HMDB0062420,14 (16),0.0121,0.643,0.00136,0.053
Aminocaproic Acid Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,2,HMDB0000015;HMDB0001901,5 (5),0.0922,1,0.00143,0.0551
Steroid hormone biosynthesis - Homo sapiens (human),KEGG,7,SULT2B1;CYP1A2;CYP7B1;CYP7A1;CYP17A1;HSD17B7;SRD5A1,61 (61),0.019,0.382,17,HMDB0000653;HMDB0000015;HMDB0006756;HMDB0002829;HMDB0000067;HMDB0000899;HMDB0001547;HMDB0006764;HMDB0000145;HMDB0004030;HMDB0004484;HMDB0000234;HMDB0000343;HMDB0000077;HMDB0006763;HMDB0003769;HMDB0000313#HMDB0000335,87 (99),0.00929,0.566,0.0017,0.0643
Exercise-induced Circadian Regulation,Wikipathways,8,PER2;GSTM3;G0S2;HSPA8;GFRA1;PPP1R3C;RBPMS;IDI1,48 (48),0.00121,0.0654,0,,0 (0),1,1,0.00121,0.0654
p53 signaling pathway - Homo sapiens (human),KEGG,10,CDKN1A;CCNG1;CCNG2;SESN1;MDM4;GADD45A;CCND1;CDK1;TP73;RPRM,73 (73),0.00149,0.0654,0,,0 (0),1,1,0.00149,0.0654
TNFs bind their physiological receptors,Reactome,6,FASLG;TNFSF13;TNFRSF25;EDA2R;TNFRSF9;TNFRSF4,29 (29),0.00156,0.0654,0,,0 (0),1,1,0.00156,0.0654
Activation of C3 and C5,Reactome,3,C4A;CFB;C2,6 (6),0.00163,0.0656,0,,0 (2),1,1,0.00163,0.0656
Cholesterol biosynthesis via desmosterol,Reactome,2,DHCR7;DHCR24,4 (4),0.0114,0.28,4,HMDB0000067;HMDB0006842;HMDB0002719;HMDB0006271,10 (10),0.0161,0.811,0.00176,0.0658
Formation of Fibrin Clot (Clotting Cascade),Reactome,8,SERPINA5;FGA;FGB;KLKB1;F7;PROCR;KNG1;FGG,37 (37),0.000191,0.0149,0,,1 (14),1,1,0.00183,0.0674
7-oxo-C and 7beta-HC pathways,Wikipathways,4,AMACR;DBP;CYP7A1;SLC27A5,13 (13),0.00208,0.0778,0,,0 (0),1,1,0.00208,0.0778
BMAL1:CLOCK_NPAS2 activates circadian gene expression,Reactome,4,F7;DBP;NPAS2;NAMPT,13 (13),0.00208,0.0778,0,,0 (0),1,1,0.00208,0.0778
mRNA 3_-end processing,Reactome,10,SRSF7;THOC3;SRSF2;DDX39A;DDX39B;ZC3H11A;SRSF11;SRSF3;CPSF7;SRSF6,58 (58),0.000229,0.0176,0,,1 (3),1,1,0.00215,0.0781
G1 to S cell cycle control,Wikipathways,9,CDKN1A;CCNG2;ORC2;ORC4;GADD45A;MCM6;CCND1;CDK1;CREB3L3,64 (64),0.00211,0.0784,0,,0 (0),1,1,0.00211,0.0784
Vitamins A and D - action mechanisms,Wikipathways,0,,3 (3),1,1,5,HMDB0006500;HMDB0000305;HMDB0000876;HMDB0000032;HMDB0003550,7 (10),0.00024,0.0302,0.00224,0.0801
Fatty acid metabolism,Reactome,19,CHKB;EGFL8;ALOXE3;ACSL3;HPGDS;CYP1A2;ACSF3;ACOT9;CYP8B1;SCD;AMACR;LTC4S;ELOVL2;PTGES2;DBI;FADS1;ACSF2;MECR;CPT1B,176 (177),0.000354,0.0247,18,HMDB0006519;HMDB0002343;HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0062259;HMDB0000123;HMDB0001416;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0001388;HMDB0002995;HMDB0001043;HMDB0004080;HMDB0001976;HMDB0002311;HMDB0002183;HMDB0002265;HMDB0002314;HMDB0003944,182 (257),0.685,1,0.00226,0.0801
Complement and Coagulation Cascades,Wikipathways,10,SERPINA5;CD46;C1R;FGB;KLKB1;F7;C2;PLAU;KNG1;CFB,59 (59),0.000265,0.0197,0,,1 (2),1,1,0.00244,0.0856
Steroid Biosynthesis,Wikipathways,3,CPN1;CYP17A1;HSD17B7,10 (10),0.00852,0.239,4,HMDB0000067;HMDB0000145;HMDB0000234;HMDB0000077,12 (12),0.032,1,0.00251,0.0857
FOXO-mediated transcription,Reactome,10,SREBF1;CDKN1A;FASLG;CCNG2;PPARGC1A;GADD45A;PCK1;GCK;FOXO4;FOXO3,62 (62),0.000401,0.0268,1,HMDB0001547,10 (12),0.679,1,0.00251,0.0857
srebp control of lipid synthesis,BioCarta,3,SREBF1;SREBF2;HMGCS1,7 (7),0.00275,0.0966,0,,0 (0),1,1,0.00275,0.0966
Omega-3-Omega-6 FA synthesis,Wikipathways,4,FADS1;PLA2G4B;ELOVL2;ACSL3,14 (14),0.00281,0.0966,0,,0 (1),1,1,0.00281,0.0966
Fatty Acid Biosynthesis,Wikipathways,6,ACACB;ACSL3;SCD;ACSS2;ECHDC1;MECR,22 (22),0.000321,0.0231,0,,4 (14),1,1,0.0029,0.098
Digestion,Reactome,2,CEL;PIR,22 (22),0.259,1,10,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0035312;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000067;HMDB0003255;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0001262;HMDB0000138,32 (42),0.00129,0.113,0.00301,0.1
Oxysterols derived from cholesterol,Wikipathways,4,AMACR;DBP;CYP8B1;SLC27A5,15 (15),0.00369,0.121,2,HMDB0001457;HMDB0001993,5 (10),0.0922,1,0.00306,0.1
Histidine Metabolism,SMPDB,5,AMDHD1;HAL;HDC;HARS2;CNDP1,15 (15),0.00037,0.0251,2,HMDB0004181;HMDB0033934,40 (40),0.939,1,0.00311,0.1
Histidinemia,SMPDB,5,AMDHD1;HAL;HDC;HARS2;CNDP1,15 (15),0.00037,0.0251,2,HMDB0004181;HMDB0033934,40 (40),0.939,1,0.00311,0.1
Adipocytokine signaling pathway - Homo sapiens (human),KEGG,8,ACACB;ACSL3;PPARGC1A;PCK1;IRS2;PRKAB1;SOCS3;CPT1B,69 (69),0.0118,0.287,2,HMDB0004949;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (7),0.032,1,0.00335,0.107
Spliceosome - Homo sapiens (human),KEGG,15,SRSF7;THOC3;TRA2B;TCERG1;PRPF40B;TRA2A;PRPF3;DDX39B;HSPA8;RBM25;ACIN1;SNW1;SRSF2;SRSF3;SRSF6,151 (151),0.00325,0.109,0,,0 (0),1,1,0.00325,0.109
Blood Clotting Cascade,Wikipathways,6,FGA;FGB;KLKB1;F7;PLAU;FGG,23 (23),0.000418,0.0276,0,,1 (2),1,1,0.00367,0.115
Vitamin D Metabolism,Wikipathways,1,DHCR7,10 (10),0.368,1,5,HMDB0000067;HMDB0006500;HMDB0000876;HMDB0000032;HMDB0003550,9 (9),0.0012,0.107,0.00386,0.12
Phospholipid Biosynthesis,SMPDB,5,PEMT;PLA2G4B;PTDSS2;GDE1;CHKA,28 (28),0.00747,0.213,6,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0011503;HMDB0010139#HMDB0010126#HMDB0010083#HMDB0009947#HMDB0009779#HMDB0010131#HMDB0010106#HMDB0010107#HMDB0010142#HMDB0010049#HMDB0010050#HMDB0010058#HMDB0010096#HMDB0010097#HMDB0010084#HMDB0009970#HMDB0010138#HMDB0010135#HMDB0010134#HMDB0010146#HMDB0010145,27 (27),0.0616,1,0.00399,0.123
FOXO-mediated transcription of oxidative stress_ metabolic and neuronal genes,Reactome,6,SREBF1;FOXO3;PPARGC1A;FOXO4;PCK1;GCK,28 (28),0.00129,0.0654,1,HMDB0001547,4 (4),0.365,1,0.00408,0.123
Transport of Mature mRNA derived from an Intron-Containing Transcript,Reactome,11,SRSF7;THOC3;SRSF2;DDX39A;DDX39B;NXF1;ZC3H11A;NUP93;SRSF11;SRSF3;SRSF6,75 (75),0.000487,0.0317,0,,3 (5),1,1,0.00421,0.123
FOXA2 pathway,Wikipathways,4,FOXA1;GSTA1;IRS2;SLC27A5,16 (16),0.00475,0.147,1,HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,1 (1),0.107,1,0.00437,0.123
lanosterol biosynthesis,HumanCyc,1,LSS,1 (1),0.0449,0.622,2,HMDB0001251;HMDB0001188,2 (2),0.0115,0.641,0.00441,0.123
Circadian Clock,Reactome,7,PER2;SREBF1;PPARGC1A;F7;NAMPT;DBP;NPAS2,33 (33),0.000546,0.0341,0,,2 (3),1,1,0.00465,0.123
Digestion and absorption,Reactome,2,CEL;PIR,26 (26),0.327,1,10,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0035312;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000067;HMDB0003255;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0001262;HMDB0000138,33 (45),0.00168,0.135,0.00467,0.123
Thermogenesis - Homo sapiens (human),KEGG,20,MT-CO1;MT-CO2;CREB3L3;NDUFA4L2;MT-ATP6;PPARG;PPARGC1A;PRKAB1;CPT1B;ADCY9;FGF21;MT-ND1;MT-ND2;MT-ND3;MT-ND4;MT-ND4L;MT-ND5;MT-ND6;MT-CYB;ACSL3,232 (232),0.004,0.13,4,HMDB0001934;HMDB0004080;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,19 (23),0.139,1,0.00471,0.123
Tenecteplase Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (4),0.365,1,0.00489,0.123
Alteplase Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (4),0.365,1,0.00489,0.123
Urokinase Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (4),0.365,1,0.00489,0.123
Reteplase Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (4),0.365,1,0.00489,0.123
Streptokinase Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (4),0.365,1,0.00489,0.123
Anistreplase Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (4),0.365,1,0.00489,0.123
Aprotinin Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (4),0.365,1,0.00489,0.123
Acenocoumarol Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (5),0.365,1,0.00489,0.123
Coagulation ,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (4),0.365,1,0.00489,0.123
Bivalirudin Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (4),0.365,1,0.00489,0.123
Phenprocoumon Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (5),0.365,1,0.00489,0.123
Ximelagatran Action Pathway,SMPDB,5,F7;KLKB1;FGA;FGB;FGG,20 (20),0.00158,0.0654,1,HMDB0000015,4 (5),0.365,1,0.00489,0.123
